Artist,Song,Text
Justin Bieber,Runaway Love Kanye West Remix,"Visual visual JB  
Yo 'Ye whattup  
  
Raekwon  
You got stacks like the international house of pancakes  
All alone ready to phone me and your hand shakes  
Palms is sweat it, don't regret  
Never the walk miles for love I sit at starters deck  
  
It just happens I was floating you seen it captain?  
Blinked at me then I threw on my thinking cap  
Taker, and then we can slide to Jamaica  
Shopping for a year or two stop in Diego  
  
It's obvious I'm gon sue your mommy is  
We just friends so she can't Clyde Bonnie us  
Fly walls down in the fly halls  
Come to the master suite leave every piece in the master hall  
All about money tied in a know stand over there  
That's why I make it happen on blocks  
Brazil cut sweater, Audi, leather  
Playing the field tryna outslug Berretta  
  
You see my baby over hit the road  
Where she's going I swear nobody knows  
I need to find her before another man does  
I wouldn't want him to steal my love  
  
I'm just tryin to be cool, cool, cool (tryn'a be cool)  
What would you expect me to do (oh oh oh, oh oh oh, yeah)  
I'm just tryin to find, find, find  
That sweet love of mine  
  
I'm runnin outta time  
Where is my runway love  
Searching low and high  
Know that I'm not givin' up  
I give it all up for her  
I'll never be enough  
I wont stop until I find  
My runaway love  
  
Last name West and my teeth Diamonds  
She said yo what's your occupation, crazy rhyming?  
Listen to Wu Tang  
Trying crazy suits on  
Stuntin' in our high top Louie's  
Shorts is the coogies  
Open up the door when you take her to the movies  
  
When you meet the parents you tell De Niro  
Her boyfriend is zero she needs to cut the wierdo  
Next show they gotta up the zeroes  
Nobody rocking like this sixty years old  
  
The hard johns and the Walleys something caught me  
I'm telling you what Wu-Tang taught me  
The young youth rocking the gold tooth  
Pull up in a drop top old school bumping the cash rules  
No question we the reason why the summers blazin'  
You looking good fly color Asian  
Ra I give it yo ya, no trivia  
She used to roll with my G-unit like Olivia  
Till she caught me getting numbers not her's  
(Sweet runaway love)  
Guess that's the day she became a runaway love  
  
I'm runnin outta time  
Where is my runaway love  
Searching low and high  
Know that I'm not givin' up  
I give it all up for her  
I'll never be enough  
I wont stop until I find  
My runaway love  
  
Why can't I find, the love of mine,  
When you're standing in front of my face  
Oh why (oh why), You must be mine  
How did I let you get away  
  
Leave it up to the most high sit in a ghost fly  
Chillin' with two of my brothers we both live on deck  
Grabbing em on set  
This is how we roll independence she a go I'm gon go get  
Take that queen assure to ya  
We can live every month baby girl just call me up  
Waking up mess in some cold sweats thinking of this the video tapes  
Even the stress  
  
My mind is a terrible thing to waste  
No love lost I know I'm going crazy I can't floss  
Me my lady left my homies  
It's all baloney just like rocking an old pony  
So when I chillin' I'm just lost no more feeling  
I need my honey in my life get that film it  
Take the time Rae Just and Ye shine  
My runaway love give me mine come on  
  
I'm runnin outta time  
Where is my runaway love  
Searching low and high  
Know that I'm not givin' up  
I give it all up for her  
I'll never be enough  
I wont stop until I find  
My runaway love  
  
I'm runnin outta time  
Where is my runaway love  
Searching low and high  
Know that I'm not givin' up  
I give it all up for her  
I'll never be enough  
I wont stop until I find  
My runaway love

"
Justin Bieber,Shawty Let's Go,"Cuz you already know know know know know know know  
I'm taking things slow oh oh oh oh  
I'm felling your vibe  
And I can't even lie shawty lets go go go  
  
I'm taking things slow oh oh oh oh  
I'm killin your vibe  
And I can't even lie shawty lets go go go  
  
Shawty lets go go go  
Shawty lets go no  
Shawty lets go go go  
  
So the part is  
Shawty lets go go go  
Shawty lets roll roll roll  
Shawty lets go go go  
Shawty lets roll roll roll  
Shawty lets go go go  
And I can't even lie shawty lets go go go  
Shawty lets roll roll roll  
Shawty lets go go go  
Shawty lets roll roll roll  
  
How many more shawty  
Shawty lets go go go  
Shawty lets roll roll roll  
Shawty I'm out  
Shawty lets go go go  
Shawty lets roll roll roll  
Shawty lets go go go

"
Justin Bieber,Slave To The Rhythm,"[Verse:]  
She dances in the sheets at night  
She dances to his needs  
She dances 'til he feels just right  
Until he falls asleep...  
  
She dances at the break of dawn  
And quickly cooks his food  
She can't be late, can't take too long  
The kids must get to school  
  
[Chorus:]  
She's a slave to the rhythm  
She's a slave to the rhythm of  
She's a slave to the rhythm  
A slave to the rhythm of  
A rhythm of love, a rhythm of love  
She's a slave to the rhythm  
She's a slave to the rhythm of  
She's a slave to the rhythm  
A slave to the rhythm of  
A rhythm of love, a rhythm of love  
  
She dances for the men at work  
Who works her all the time  
She can't be rude as she says so  
""I must be home tonight""  
  
She dances to the kitchen stove  
Dinner is served by nine  
She sets his food an hour late  
She must be out of her mind...  
  
She's a slave to the rhythm  
She's a slave to the rhythm of  
She's a slave to the rhythm  
She's a slave to the rhythm of  
The rhythm of love, the rhythm of love  
  
She's a slave to the rhythm  
She's a slave to the rhythm of  
She's a slave to the rhythm  
She's a slave to the rhythm of  
The rhythm of love, the rhythm of love  
  
She works so hard, just to make her way  
For a man who just won't appreciate  
  
And don't know it takes  
And was all in vain.  
Still she could not stop,  
Couldn't break his chains  
  
She danced the night  
That they fell out  
She swore she'd dance no more  
But then she did, she did not quit  
And she ran out the door  
  
She danced through the night  
In fear of her life  
She danced to a beat of her own  
  
She let out a cry and  
Swallowed her pride  
She knew she was needed  
Back home, home  
  
She's a slave to the rhythm  
She's a slave to the rhythm of  
A slave to the rhythm  
A slave to the rhythm of  
The rhythm of love  
The rhythm of love  
  
She's a slave to the rhythm  
She's a slave to the rhythm of  
A slave to the rhythm  
A slave to the rhythm of  
The rhythm of love  
The rhythm of love  
  
She's a slave to the rhythm  
She's a slave to the rhythm of  
A slave to the rhythm  
A slave to the rhythm of  
The rhythm of love  
The rhythm of love  
  
She's a slave to the rhythm  
She's a slave to the rhythm of  
A slave to the rhythm  
A slave to the rhythm of  
The rhythm of love  
The rhythm of love  
  
She's a slave to the rhythm  
She's a slave to the rhythm of  
A slave to the rhythm  
A slave to the rhythm of  
The rhythm of love  
The rhythm of love

"
Justin Bieber,So Sick,"Mmmm mmm yeah  
Do do do do do do do-do  
Ohh Yeah  
  
Gotta change my answering machine  
Now that I'm alone  
Cuz right now it says that we  
Can't come to the phone  
And I know it makes no sense  
Cuz you walked out the door  
But it's the only way I hear your voice anymore  
It's ridiculous  
It's been months  
And for some reason I just  
Can't get over us  
And I'm stronger than this  
Enough is enough  
No more walkin round  
With my head down  
I'm so over being blue  
Cryin over you  
  
And I'm so sick of love songs  
So tired of tears  
So done with wishing you were still here  
Said I'm so sick of love songs so sad and slow  
So why can't I turn off the radio?  
  
Gotta fix that calender I have  
That's marked July 15th  
Because since there's no more you  
There's no more anniversary  
I'm so fed up with my thoughts of you  
And your memory  
And how every song reminds me  
Of what used to be  
  
That's the reason I'm so sick of love songs  
So tired of tears  
So done with wishing you were still here  
Said I'm so sick of love songs so sad and slow  
So why can't I turn off the radio?  
  
Leave me alone  
Leave me alone  
Stupid love songs  
Don't make me think about her smile  
I'm letting go  
Turning off the radio  
  
Cuz I'm so sick of love songs  
So tired of tears  
So done with wishing you was still here  
Said I'm so sick of love songs so sad and slow  
So why can't I turn off the radio?  
Why can't I turn off the radio?  
  
Said I'm so sick of love songs  
So tired of tears  
So done with wishing you was still here  
Said I'm so sick of love songs so sad and slow  
So why can't I turn off the radio?  
Why can't I turn off the radio?  
  
And I'm so sick of love songs  
So tired of tears  
So done with wishin' you were still here  
Said I'm so sick of love songs so sad and slow  
Why can't I turn off the radio?  
Why can't I turn off the radio?  
Why can't I turn off the radio?

"
Justin Bieber,Stuck In The Moment,"With you,  
With you,  
I wish we had another time,  
I wish we had another place  
  
Now Romeo and Juliet,  
Bet they never felt the way we felt,  
Bonnie and Clyde,  
Never had to hide like,  
We do,  
We do  
  
You and I both know it can't work,  
It's all fun and games,  
'Til someone gets hurt,  
And I don't,  
I won't let that be you  
  
Now you don't wanna let go,  
And I don't wanna let you know,  
There might be something real between us two, who knew?  
Now we don't wanna fall but,  
We're tripping in our hearts and it's reckless and clumsy,  
'Cause I know you can't love me here  
  
I wish we had another time,  
I wish we had another place,  
But everything we had is stuck in the moment,  
And there's nothing my heart can do (can do),  
To fight with time and space 'cause,  
I'm still stuck in the moment with you  
  
See like Adam and Eve,  
Tragedy was our destiny,  
Like Sunny and Cher,  
I don't care,  
I got you baby  
  
See we both,  
Fightin' every inch of our fiber,  
'Cause ain't no way,  
It's gonna end right but,  
We are both too foolish to stop  
  
Now you don't wanna let go,  
And I don't wanna let you know,  
That there might be something real between us two, who knew?  
And we don't wanna fall but,  
We're tripping in our hearts and it's reckless and clumsy,  
And I know you can't love me here  
  
I wish we had another time,  
I wish we had another place,  
But everything we had is stuck in the moment 'cause,  
I'm still stuck in the moment with you  
  
See like,  
Just because this cold cold world saying we can't be,  
Baby, we both have the right to disagree,  
And I ain't with it,  
And I don't wanna be so old and gray,  
Reminiscin' 'bout these better days,  
But convention's telling us to let go,  
So we'll never know  
  
I wish we had another time,  
I wish we had another place,  
'Cause everything we did,  
And everything we have is stuck in the moment,  
Yeah  
  
I wish we had another time,  
I wish we had another place,  
But everything we have is stuck in the moment,  
And there's nothing my heart can do,  
(Nothing my heart can do),  
To fight with time and space 'cause, (and space)  
I'm still stuck in the moment with you,  
Yeah,

"
Justin Bieber,Sup,"Verse 1:  
I'm in the club, shaking it up  
And I see your face  
I get a drink, hope it's luck Hope  
I'm not a disgrace  
A little word is all I gotta say  
So say it now, go on then  
Because he's getting away  
  
Bridge: I'm looking at you But is this right?  
Maybe I'm in for a treat  
Or a surprise Should  
I say it or not  
Oh my gosh  
  
Chorus:  
I just wanna say sup, sup, sup, sup  
You represent a dove, dove, dove, dove  
Say how you doing  
Let's get to it  
I just want to say sup, sup, sup, sup  
You represent a dove, dove, dove  
As nice as sugar  
You are my lover  
I just wanna say sup, sup, sup  
  
Verse 2:  
I talk to my friends  
He is cute  
Well go on then, talk to him  
But I'll probably mute  
Walk over  
I'm waiting This game  
When am I gonna start playing?  
  
[Bridge:]  
[Chorus:]  
Verse 3: Go say it now I'm waiting  
Just say sup now, I'm waiting  
Go say it now, go say it  
Go say sup now, yeah  
  
Chorus: I just wanna say alright, alright, alright, alright  
You wanna spend the night, night, night, night, night  
Say how you doing Let's get to it  
I just wanna say sup You represent a dove, dove, dove, dove, dove  
As nice as pie  
You make me high  
I just wanna say sup

"
Justin Bieber,swag's mean,"S-swag's so mean  
S-s-swag's so mean  
Swag's mean, Ah-Swag's mean  
Yeah, she want me cause my  
(Swag's so mean)  
I know I want her, cause her  
(Swag's so mean)  
You know you got it when your  
(Swag's so mean)  
Swag's mean, Ah-swag's mean  
Yeah, she want me cause my  
(Swag's so mean)  
I know I want her cause her  
(Swag's so mean)  
You know you got it when your  
(Swag's so mean)  
Swag's mean, Ah-Swag's mean  
Yeah, she want me cause my  
(Swag's so mean)  
I know I want her cause her  
(Swag's so mean)  
You know you got it when your  
(Swag's so mean)  
Swag's mean, Ah-Swag's mean  
Yeah, she want me cause my  
(Swag's so mean)  
I know I want her cause her  
(Swag's so mean)  
You know you got it when your  
  
(Swag's so mean)  
Swag's mean, Ah-Swag's mean  
Yeah, she want me cause my  
(Swag's so mean)  
I know I want her cause her  
(Swag's so mean)  
You know you got it when your  
(Swag's so mean)  
Swag's mean, Ah-Swag's mean  
Yeah, she want me cause my  
(Swag's so mean)  
I know I want her cause her  
(Swag's so mean)  
You know you got it when your  
(Swag's so mean)  
Swag's mean, Ah-Swag's mean  
Yeah, she want me cause my  
(Swag's so mean)  
I know I want her cause her  
(Swag's so mean)  
You know you got it when your  
(Swag's so mean)  
Swag's mean, Ah-Swag's mean  
Yeah, she want me cause my  
(Swag's so mean)  
I know I want her cause her  
(Swag's so mean)  
You know you got it when your  
(Swag's so mean)  
Swag's mean, Ah-Swag's mean

"
Justin Bieber,That Should Be Me,"Everybody's laughing in my mind  
Rumors spreading 'bout this other guy  
Do you do what you did when you did with me  
Does he love you the way I can  
Did you forget all the plans that you made with me?  
'Cause baby I didn't  
  
That should be me, holding your hand  
That should be me, making you laugh  
That should be me, this is so sad  
That should be me  
That should be me  
That should be me, feeling your kiss  
That should be me, buying you gifts  
This is so wrong  
I can't go on  
Till you believe  
That should be me  
That should be me  
  
You said you needed a little time from my mistakes  
It's funny how you used that time to have me replaced  
Did you think that I wouldn't see you out at the movies  
What you doin' to me  
You're taking him where we used to go  
Now if you're trying to break my heart  
It's working cause you know  
  
That should be me, holding your hand  
That should be me, making you laugh  
That should be me, this is so sad  
That should be me  
That should be me  
That should be me, feeling your kiss  
That should be me, buying you gifts  
This is so wrong I can't go on  
Till you believe  
That should be me  
  
I need to know should I fight for our love  
Or disarm  
It's getting harder to shield  
This pain in my heart oh oh  
  
That should be me, holding your hand  
That should be me, making you laugh  
That should be me, this is so sad  
That should be me  
That should be me  
That should be me, feeling your kiss  
That should be me, buying you gifts  
This is so wrong  
I can't go on  
Till you believe  
That that should be me  
  
Holding your hand  
That should be me  
The one making you laugh (oh baby oh)  
That should be me  
  
That should be me  
Giving you flowers  
That should be me  
Talking for hours  
That should be me (that should be me)  
That should be me  
  
I never shoulda let you go  
Never shoulda let you go oh oh  
That should be me  
I'm never gonna let you go ooh  
That should be me  
Never gonna let you go oh oh  
I'm never gonna let you go ooh

"
Justin Bieber,Time For Bed,"What you wanna do girl  
We've been on the phone  
We've been sending texts  
When you coming through girl?  
I don't wanna talk  
I just wanna see what's next  
Girl, bring your behind to me  
I promise to give you what you need  
Tell me your fantasies  
And I guarantee that you won't ever wanna leave  
  
So listen you on your way  
Cause I know I'm turning you on  
Name no play like foreplay  
At 3 o'clock in the morn'  
And it ain't no way the neighbors ain't gon' hear all that moaning  
And that screaming  
Are you ready baby?  
  
Girl I think it's time for bed  
But I ain't tryna go to sleep  
So just bring your body to me  
Cause it's time for bed  
See I'm gon' give you what I need  
When we're rolling our bodies to jeans  
Cause it's time for bed  
Time for bed  
Girl it's time for bed  
Time for bed  
Girl it's time for bed  
Time for bed  
  
[Justin Bieber]  
And I know that I can turn you on  
Guess til forever til the early morning  
And I don't know if you're on the streets no more  
I'm gonna swear that you be going back at me for more

"
Justin Bieber,U Smile,"Oh  
Yeah  
Mmmm  
  
I'd wait on you forever and a day  
Hand and foot  
Your world is my world  
Yeah  
Ain't no way you're ever gon' get  
Any less than you should  
Cause baby  
You smile I smile (oh)  
Cause whenever  
You smile I smile  
Hey hey hey  
  
Your lips, my biggest weakness  
Shouldn't have let you know  
I'm always gonna do what they say (hey)  
If you need me  
I'll come right there  
From a thousand miles away  
When you smile I smile (oh whoa)  
You smile I smile  
Hey  
  
Baby take my open heart and all it offers  
Cause this is as unconditional as it'll ever get  
You ain't seen nothing yet  
I won't ever hesitate to give you more  
  
Cause baby (hey)  
You smile I smile (whoa)  
You smile I smile  
Hey hey hey  
You smile I smile  
I smile I smile I smile  
You smile I smile  
Make me smile baby  
  
Baby you won't ever work for nothing  
You are my ins and my means now  
With you there's no in between  
I'm all in  
Cause my cards are on the table  
And I'm willing and I'm able  
But I fold to your wish  
Cause it's my command  
Hey hey hey  
  
You smile I smile (whoa)  
You smile I smile  
Hey hey hey  
You smile I smile  
I smile I smile I smile  
You smile I smile  
Oh  
  
You smile I smile  
  
You smile I smile

"
Justin Bieber,What Does She Want,"Why does she even obsess about her life with me  
She's like ""I don't need you! Just let me be!""  
Why doesn't she ever care me, you see  
Well I'm done with her and she's done with me!  
  
You know, I thought of her as my love  
And I miss her now that she's gone  
Even though I'm writing this song  
She's not there any more  
Oh, she's not there any more  
  
What does she want from me  
I guess it's hard to see  
Everything she does  
I don't why she'd fuss  
What does she want from me  
Don't wanna let her be  
Why is she so obsessed  
She can't avoid her stress  
  
(Whoa, Oh, Oh, Oh, Oh, Oh, Oh, Oh) (2x)  
  
Flashback, we were nice and cuddly then  
But then you broke my heart and let go of my hand  
Didn't this of this relationship to end like this  
You could have just gave me a hug or kiss (on the cheek)  
  
You know, I thought of her as my love  
And I miss her now that she's gone  
Even though I'm writing this song  
She's not there any more  
Oh, she's not there any more  
  
What does she want from me  
I guess it's hard to see  
Everything she does  
I don't why she'd fuss  
What does she want from me  
Don't wanna let her be  
Why is she so obsessed  
She can't avoid her stress  
  
Whoa, Oh, Oh, Oh, Oh, Oh, Oh, Oh (4x)  
  
Hey!  
What do you say?  
That girl is never coming back today  
Hey!  
What do you say?  
She never wants to see me anyway  
  
You know, I thought of her as my love  
And I miss her now that she's gone  
Even though I'm writing this song  
She's not there any more  
Oh, she's not there any more  
  
What does she want from me  
I guess it's hard to see  
Everything she does  
I don't why she'd fuss  
What does she want from me  
Don't wanna let her be  
Why is she so obsessed  
She can't avoid her stress (2x)  
  
Whoa, Oh, Oh, Oh, Oh, Oh, Oh, Oh (Repeat until end)  
(What does she want)

"
Justin Bieber,Where Are You Now,"Where are you now  
When I need you the most  
Why don't you take my hand  
I wanna be close  
  
Help me when I am down  
Lift me up off the ground  
Teach me right from wrong  
Help me to stay strong  
  
So take my hand and walk with me  
Show me what to be  
I need you to set me free  
Yeah  
  
Where are you now  
Where are you now  
Now that I'm half grown  
Why are we far apart  
I feel so alone  
  
Where are you now  
When nothings going right  
Where are you now  
I can't see the light  
  
So take my hand and walk with me  
Show me what to be  
I need you to set me free , Yeah  
  
I need you  
To need me  
Can't you see me  
How could you leave me  
My heart is  
Half empty  
I'm not whole  
When your not with me  
I want you here with me  
To get me, hold me and love me now  
  
Where are you now  
Oh, where are you now  
  
So take my hand and walk with me,  
Show me what to be  
I need you to set me free  
Yeah  
Oh, oh  
Yeah

"
Justin Bieber,Who Shot Ya,"Running every where tryna find where I am  
Goin no where so am tryin again  
I'm so lost like paper no pen  
Yes you've called so ya here I am  
Cold no switer bold no letter so much better  
My roll go geter my tall is rether and a fire on my eyes am a rain no  
Weather  
The goal am a set is a whole life better  
When the storm from jahova come am'll be the best ever  
Love from the start peace in my heart we'd never be apart  
But I still wounder have I fought the thunder I can feel it in my heart  
Shooting like a hunter  
Ya a stright gunner  
But it's feells strange now that thing in my heart makes things change  
How I felt before when my brain rearange and what I do before is defintly  
Not the same  
Could I just take a minute ya just wait a minute  
Starting the heat the minute we have to pay the minute  
Alright oky the minute or we can wait a minute  
See how long a time it just takes to just say a minute  
Life is so short but we take it for granit  
Payin over my life and it was a life that I was handle  
Flyin so high yes I just landed  
Am tryina figure out what my planes  
His hand is on my life him ascend just vanish  
But I felt for wash his of quick like a  
I'm goin nut quick like a grow men is  
Am'll be set so will my big grand kids  
Swag

"
Justin Bieber,Yellow Raincoat,"Guess I'll put on my raincoat, my yellow raincoat  
Baby, it's keeping me dry  
I put on my raincoat, my yellow raincoat  
You know exactly why  
  
When the wind blows, and the sun goes away  
And the sand fall, stormy day,  
That's what it's for, yeah, that's what it's for, yeah  
And as it pours down, the water sprinkles off my jacket slow yeah,  
Jacket slow yeah  
  
Well never do I ever do I ever want this to phase me  
Well never do I ever do I want this thing to make me  
'Cause the fame and the money, and the girls will drive you crazy  
And all the ""He said, she said"", I'm thinking maybe  
Just put on my  
  
Guess I'll put on my raincoat, my yellow raincoat  
Baby, it's keeping me dry  
I put on my raincoat, my yellow raincoat  
You know exactly why  
  
But as I look around, I see  
What nothing can never, change me uh  
Well, all I gotta do is stay me yeah  
Let's the rest do the work and I'm sure that it'll be fine, be fine  
  
When the wind blows, and the sun goes away  
And the sand fall, stormy day,  
That's what it's for, yeah, that's what it's for, yeah  
And as it pours down, the water sprinkles off my jacket slow yeah,  
Jacket slow yeah  
  
Well never do I ever, do I ever want this to face me  
Well never do I ever, do I want this thing to make me  
'Cause the fame and the money, and the girls will drive you crazy  
And all the ""He said, she said"", I'm thinking maybe  
Just put on my  
  
Guess I'll put on my raincoat, my yellow raincoat  
Baby, it's keeping me dry  
I put on my raincoat, my yellow raincoat  
You know exactly why  
  
Just put on my  
Just put on my  
Just put on my  
  
Guess I'll put on my raincoat, my yellow raincoat  
Baby, it's keeping me dry  
I put on my raincoat, my yellow raincoat  
You know exactly why yeah  
  
Uh, oh oh, yeah

"
Justin Bieber,You Leave Me Breathless With Your Words,"All night, all smiles, we we're holding hands.  
And now you won't shre the bed with me  
Explain if you can  
  
We may not agree on this, but let's not fight.  
Because who cares who is wrong or right? I  
Feel like I can't breathe like this--your  
Grip is too tight  
  
Taken by surprise, because I felt so secure.  
Because all the things, that you've done,  
Have let me wondering  
  
We may not agree on this, but let's not fight  
Because who cares who is wrong or right? I  
Feel like I can't breath like this--your  
Grip is too tight  
  
You leave me breatheless with your words.  
  
We can say that we've changed, together  
Another day--give me your hand, let me  
Explain, because I've come to terms with  
Who you are.  
  
We may not agree on this but let's not fight  
Because who cares who is wrong or right? I  
Feel like I can't breathe like this--your grip  
Is too tight--let's not fight, your grip is too.  
Is too--tight  
  
You leave me breatheless with your words.

"
Imagine Dragons,All Eyes,"Everything you say is just a lie  
And now I'm leaving to the city  
Where the people are awake  
To chase a dream that isn't real  
And we pose to be something that we're not  
Just wanna change a lot and sign their name after the dot  
  
Everything you see is just a century of anarchy  
Among all my corresponding colors  
That symbolize the things we can attest  
A range we can assess we can attain  
We are the intrigue  
Entities to entice and entertain  
  
All eyes, they're on you  
Don't deny you've got to  
This is a call, that's all you'll ever get from me  
This is a call, that's all you'll ever get from me  
  
Take my side  
Take my side  
Don't look back  
Now I'm easy  
And that's a fact  
And you're on my mind  
Ohh  
  
Everything you say is just a lie  
And now I'm leaving to the city  
Where the people are awake  
To chase a dream that isn't real  
And we pose to be something that we're not  
Just wanna change a lot and sign their name after the dot  
  
All eyes, they're on you  
Don't deny you've got to  
This is a call that's all you'll ever get from me  
  
Now will the Sun come up tonight?  
Because you're eyes they burn so bright  
I'm all you've got  
When you say  
That you want it all  
You want it alll  
  
All eyes, they're on you  
Don't deny you've got to  
This is a call, that's all you'll ever get from me  
This is a call, that's all you'll ever get from me  
  
All eyes, they're on you  
Don't deny you've got to  
This is a call, that's all you'll ever get from me  
This is a call, that's all you'll ever get from me

"
Imagine Dragons,Battle Cry,"Just one more time before I go  
I'll let you know  
That all this time I've been afraid  
Wouldn't let it show  
Nobody can save me now, no  
Nobody can save me now  
  
Stars are only visible in darkness  
Fear is ever-changing and evolving  
And I have been poisoned inside  
But I, I feel so alive  
  
Nobody can save me now  
The king is crowned  
It's do or die  
Nobody can save me now  
The only sound  
Is the battle cry  
Is the battle cry  
Is the battle cry  
Nobody can save me now  
It's do or die...  
  
Oh  
  
Nobody can save me now  
The king is crowned  
It's do or die  
  
Nobody can save me now  
The only sound  
Is the battle cry  
Is the battle cry  
Is the battle cry  
Nobody can save me now  
It's do or die...  
  
Just one more time before I go  
I'll let you know  
That all this time I've been afraid  
Wouldn't let it show  
Nobody can save me now, no  
Nobody can save me now

"
Imagine Dragons,Bleeding Out,"I'm bleeding out  
Said if the last thing that I do  
Is to bring you down  
I'll bleed out for you  
So I peel my skin  
And I count my sins  
And I close my eyes  
And I take it in  
And I'm bleeding out  
I'm bleeding out for you (for you)  
  
When the day has come  
But I've lost my way around  
And the seasons stop and hide beneath the ground  
When the sky turns gray  
And everything is screaming  
I will reach inside  
Just to find my heart is beating  
  
You tell me to hold on  
Oh you tell me to hold on  
But innocence is gone  
And what was right is wrong  
  
'Cause I'm bleeding out  
Said if the last thing that I do  
Is to bring you down  
I'll bleed out for you  
So I peel my skin  
And I count my sins  
And I close my eyes  
And I take it in  
And I'm bleeding out  
I'm bleeding out for you (for you)  
  
When the hour is nigh  
And hopelessness is sinking in  
And the wolves all cry  
To feel they're not worth hollering  
When your eyes are red  
And emptiness is all you know  
With the darkness fed  
I will be your scarecrow  
  
You tell me to hold on  
Oh you tell me to hold on  
But innocence is gone  
And what was right is wrong  
  
'Cause I'm bleeding out  
Said if the last thing that I do  
Is to bring you down  
I'll bleed out for you  
So I peel my skin  
And I count my sins  
And I close my eyes  
And I take it in  
And I'm bleeding out  
I'm bleeding out for you (for you)  
  
I'm bleeding out for you (for you)  
I'm bleeding out for you (for you)  
I'm bleeding out for you (for you)  
I'm bleeding out for you  
  
'Cause I'm bleeding out  
Said if the last thing that I do  
Is to bring you down  
I'll bleed out for you  
So I peel my skin  
And I count my sins  
And I close my eyes  
And I take it in  
And I'm bleeding out  
I'm bleeding out for you (for you)

"
Imagine Dragons,Cover Up,"There's lights that line these halls  
That beckon us to stay  
A glimmer in the distance  
That gathers all the stray  
And when I need it most  
It breaks into a song  
That runs through all my veins  
And helps me to hold on  
  
It was a long night  
We ran along into the spotlight  
You sang a song that made the children cry  
And all the people knew my name  
It was a bright light  
These lands combine into a great big mass  
We sang along to the very last  
Oh, the jury stole my fame  
And then we grabbed the sun  
And it shined into these eyes  
Believe me  
  
Cover up, rain down  
We wept on the edge of this town  
It's all I want it's all we want tonight  
I feel it  
Cover up, rain down  
We wept on the edge of this town  
It's all I want it's all we want tonight  
  
Oh, you look so alive  
Did you think that we'd cry tonight?  
Oh, did you think we'd cry?  
Oh, can you feel my heart?  
I think I feel it, too  
Did you think that we'd die tonight?  
Oh, did you think we'd die?  
  
And then we grabbed the sun  
And it shined into these eyes  
Believe me  
  
Cover up, rain down  
We wept on the edge of this town  
It's all I want it's all we want tonight  
I feel it  
Cover up, rain down  
We wept on the edge of this town  
It's all I want it's all we want tonight  
  
Take my love, take it to the valley where the golden dove  
Flies it to the places where the silence screams  
Fills it with the noises of our cluttered dreams  
  
Cover up, rain down  
We wept on the edge of this town  
It's all I want it's all we want tonight  
I feel it  
Cover up, rain down  
We wept on the edge of this town  
It's all I want it's all we want tonight

"
Imagine Dragons,Friction,"[Verse 1]  
Get down with the victim  
We both know you need them  
You're stuck in the middle  
Of all irrelevance  
And your heart is beating  
Cause you know that you gotta  
Get out of the middle  
And rise to the top now  
  
[Pre-Chorus x2]  
When you've made it  
Won't ya tell me what to do  
Cause I'm playin' it all wrong  
  
[Chorus]  
You can't fight the friction (So ease it off)  
Can't take the pressure (So ease it off)  
Don't tell me to be strong (Ease it off)  
You can't fight the friction  
So, ease it off  
  
[Verse 2]  
And get into the system  
We both know you need one  
The tip of the needle  
Is taking over you  
And your heart is beating  
Cause you know that you gotta  
Get out of the middle  
And rise to the top now  
  
[Pre-Chorus x2]  
When you've made it  
Won't ya tell me what to do  
Cause I'm playin' it all wrong  
  
[Chorus]  
You can't fight the friction (So ease it off)  
Can't take the pressure (So ease it off)  
Don't tell me to be strong (Ease it off)  
You can't fight the friction  
So, ease it off  
  
[Bridge]  
Why can't you let go  
Like a bird in the snow  
This is no place to build your home  
  
[Chorus x2]  
You can't fight the friction (So ease it off)  
Can't take the pressure (So ease it off)  
Don't tell me to be strong (Ease it off)  
You can't fight the friction  
So, ease it off

"
Imagine Dragons,Hopeless Opus,"Hey Mr. cage man let me get a fresh breath  
Cherry bomb head strong I could fake my own death  
Hey Mr. Fate man shuffle me a ninth life  
I've been wrong, go long  
Throwing me a sharp right  
It's not a picture perfect life  
Not what I had in mind  
Let me write my own line  
  
[Chorus]  
I've got this place  
That I've filled with empty space  
Oh I'm trying not to face what I've done  
My hopeless opus  
I'm in this race and I'm hoping just to place  
Oh I'm trying not to face what's become of me  
My hopeless opus  
  
Hey Mr. safe man hustle me an okay  
I could slide take a dive take it for the home team  
Hey Mr. postman slip me one more green note  
I've been low hit the floor looking just to make broke  
It's not a picture perfect life  
Not what I had in mind  
Let me write my own line  
  
[Chorus]  
I've got this place  
That I've filled with empty space  
Oh I'm trying not to face what I've done  
My hopeless opus  
I'm in this race and I'm hoping just to place  
Oh I'm trying not to face what's become of me  
My hopeless opus  
  
Hey Mr.  
Hey Mr.  
Hey Mr. cage man  
Cherry bomb  
Let me get  
Cherry bomb  
Cherry bomb  
  
[Chorus]  
I've got this place  
That I've filled with empty space  
Oh I'm trying not to face what I've done  
My hopeless opus  
I'm in this race and I'm hoping just to place  
Oh I'm trying not to face what's become of me  
My hopeless opus

"
